ID,Category
اضطرابات داخل إسرائيل بين السكان العرب واليهود فيما يهدد باندلاع حرب أهلية. الوضع خطير في مدن عديدة والشرطة اعتقلت العشرات. كان نتنياهو قد حذر من اندلاع حرب أهلية داخل إسرائيل. ,Arabic
تحل في هذه الأيام ذكرى النكبة الفلسطينية. وقد حدث ذلك بعد إعلان تأسيس إسرائيل. ويشهد هذا اليوم مظاهرات احتجاجية في فلسطين وخارجها. وقد يكون للحرب الجارية تأثيرا يجعل ذكرى النكبة في نفوس الفلسطينيين أقوى. ,Arabic
اليوم سنزور مدينة ماريكا في البرازيل، مدينة تجاوزت الجائحة ببساطة مقارنة بمدن البرازيل الأخرى التي تئن تحت وطأة كورونا. عمدة مدينة ماريكا استثمر في مدينته وأصدر عملة محلية خاصة بالمدينة للحفاظ على خزينتها واستمرار الحياة فيها.,Arabic
"ضمن سلسلتنا ""جيل العولمة"" سنتعرف اليوم على شاب من جمهورية الدومينيكان وعن هوايته في كرة السلة وحبه للموسيقى وحلمه في أن يصبح مهندساً معمارياً.",Arabic
"قرابة 92 مليون طن من الملابس ينتهي بها المطاف سنوياً في القمامة. وواحد بالمائة فقط منها تتم إعادة تدويره. علماً أن هناك العديد من الافكار التي تمكننا من تعدد استخدام ملابسنا. في حلقة اليوم سنتعرف على بعض هذه الافكار في احدى الشركات الألمانية التي تعيد الحياة

",Arabic
ما لا نحتاجه نلقي به في القمامة. قمامة يتم حرقها في المقالب وتتسبب في التلوث المناخي. فلماذا لا ننتج أشياء يمكن اعادة تدويرها أو تحويلها الى مواد خام؟,Arabic
بلاد الصحارى مضطرة هذه الايام لاستيراد الرمال للبناء من دول بعيدة مثل استراليا وكندا. وبسبب الطلب كبير على الرمال تكونت في هذا القطاع مافيات تسيطر على مصادر الرمال على الشواطئ وفي الأنهار. تجارة تحمل في طياتها كوارث طبيعية، فما السبب في قلة الرمال؟ ,Arabic
قبل انتشار وباء كورونا، كان لدى سيكستا أربع وظائف كعاملة نظافة. أما الآن، فلم تعد تعمل سوى في وظيفة واحدة. ومن أجل دفع إيجار غرفتها الذي يبلغ 600 دولار، أصبحت مضطرة لجمع القوارير. ,Arabic
"في حلقة اليوم من العولمة سنقدم الحلقة الأولى من سلسلتنا الجديدة "" الاقتصاد التداولي"". فما هو هذا الاقتصاد وكيف يعمل وما هي فائدته في حماية المناخ الذي يعاني الكثير هذه الأيام، وكيف يمكننا الحفاظ على موارد كوكبنا؟ الى جانب مواضيع أخرى شيقة.",Arabic
العطور لها تأثير ايجابي على الصحة، فهي تبعث على الاسترخاء وتولد الإحساس بالسعادة. وتشيربعض الدراسات إلى أن العطور يمكن أن تساعد أيضا في التخلص من اضطرابات النوم والصداع النصفي أو الألم.,Arabic
تسعى الصين لاستكشاف سطح المريخ الذي يتوفر على معادن نادرة عبر روبوت صغير بعجلات. وتخطط بكين للإيفاد بعثات بشرية إلى القمر بحلول سنة 2030. ,Arabic
وباء كورونا يلقي بظلاله على مدينة البندقية السياحية التي تواجه مشكلة حقيقية جراء غياب السياح الذي تعتمد عليهم المدينة الإيطالية بشكل كبير. مراسل دي دبليو يُسلط الضوء على كيفية تطلع البندقية إلى استعادة مكانتها كمصدر جذب للسياح، في وقت أعادت فيه فتح أبوابها للعمل,Arabic
لليوم الخامس على التوالي يستمر القصف المتبادل بين إسرائيل والفصائل الفلسطينية المسلحة في قطاع غزة.واسفر قصف اليوم عن مقتل 13 شخصا في غزة .,Arabic
القصف المتبادَل متواصل بين اسرائيل وقطاع غزة، في وقت تزداد فيه المواجهاتُ في مدن الضفة الغربية بين الفلسطينيين والأمن الاسرائيلي. والتوتر في حي الشيخ جراح مستمر ... فما شكل المشهد على الأرض: في اسرائيل، وغزة والضفة الغربية؟ وأي موقفٍ تتبناه العواصم الغربية وتحديداً.. برلين؟,Arabic
القصف المتبادَل متواصل بين اسرائيل وقطاع غزة، في وقت تزداد فيه المواجهاتُ في مدن الضفة الغربية بين الفلسطينيين والأمن الاسرائيلي. والتوتر في حي الشيخ جراح مستمر ... فما شكل المشهد على الأرض: في اسرائيل، وغزة والضفة الغربية؟ وأي موقفٍ تتبناه العواصم الغربية وتحديداً.. برلين؟,Arabic
القصف المتبادَل متواصل بين اسرائيل وقطاع غزة، في وقت تزداد فيه المواجهاتُ في مدن الضفة الغربية بين الفلسطينيين والأمن الاسرائيلي. والتوتر في حي الشيخ جراح مستمر ... فما شكل المشهد على الأرض: في اسرائيل، وغزة والضفة الغربية؟ وأي موقفٍ تتبناه العواصم الغربية وتحديداً.. برلين؟,Arabic
"تنبعث رائحة بقايا حرائق في شوارع اللد في جنوب إسرائيل حيث تشاهد سيارات متفحمة مقلوبة هنا وهناك ويبدو التشنج واضحا على وجوه الناس. ولفترة طويلة ساد التعايش بين سكان هذه المدينة العرب واليهود، لكن مشاهد الغضب هذا الأسبوع تهدّد بتغير الوضع.
",Arabic
 البشير شو الجمهورية يبدأ حلقته الخامسة والعشرين بالتهاني بمناسبة عيد الفطر وكيف يجب أن نقبل بعضنا البعض بحسب مقتدى الصدر؟ وثم ينتقل الى المعالج علي الموالي الذي يعالج باللطع، وفي الجزء الرئيسي يتم الحديث عن الانتخابات، وسبب إطلاق حملة مقاطعون؟,Arabic
أعلن الجيش الإٍسرائيلي أن حوالي 160 طائرة استهدفت في منتصف ليلة أمس شبكة من الأنفاق حفرتها حركة حماس تحت مدينة غزة في أكبر غارة إسرائيلية منذ اندلاع القتال في وقت سابق من هذا الأسبوع.,Arabic
